,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
3862,27426950,2024-09-26,Habitación para 2 personas en depto compartido.,175000876,Yovanni,2018-02-23,within an hour,t,t,"Mexico City, Ciudad de México, Mexico",Iztacalco,19.40179,-99.08246,Room in serviced apartment,Hotel room,"[""Shared patio or balcony"", ""Iron"", ""Outdoor furniture"", ""Freezer"", ""Pantene shampoo"", ""Laundromat nearby"", ""Host greets you"", ""Refrigerator"", ""Mosquito net"", ""Ethernet connection"", ""Dishes and silverware"", ""Indoor fireplace: electric"", ""Blender"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Shower gel"", ""Dove Body Wash body soap"", ""Outdoor playground"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""32 inch HDTV with standard cable"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Other gas stove"", ""Oven"", ""Rice maker"", ""Outdoor dining area"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Outlet covers"", ""Cleaning products"", ""Room-darkening shades"", ""Wine glasses"", ""Pantene conditioner"", ""Free street parking"", ""Fast wifi \u2013 115 Mbps"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-26,t,2018-08-22,2024-09-23,Unknown,f,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,1125.0,1.0,1125.0,25,77,148,65.0,4.92,4.88,4.82,4.94,4.94,4.89,4.72,5.0,1.0,3.0,0.0
3866,27778699,2024-09-26,Suite familiar para vacaciones en Portal San Ángel,110805631,Adrián,2017-01-10,within a few hours,f,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,19.36071,-99.18928,Room in boutique hotel,Hotel room,"[""Iron"", ""Hair dryer"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Kitchen"", ""Self check-in"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Cooking basics"", ""Lockbox"", ""Hangers""]",2024-09-26,t,2019-02-24,2021-11-05,Unknown,t,1.0,0.89,14.0,15.0,6.0,1.0,1.0,2.0,1511.648404142887,1.0,1125.0,1.0,1125.0,30,90,365,4.0,4.8,4.8,4.8,4.9,4.9,4.9,4.8,14.0,1.0,10.0,0.0
4223,29574790,2024-09-26,Casa México 4,36166922,Alejandra,2015-06-18,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.41092,-99.16882,Room in serviced apartment,Hotel room,"[""Iron"", ""Washer"", ""Cleaning available during stay"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Self check-in"", ""AC - split type ductless system"", ""Hangers"", ""Mini fridge"", ""Body soap"", ""Carbon monoxide alarm"", ""Wifi \u2013 42 Mbps"", ""Breakfast"", ""Long term stays allowed"", ""Keypad"", ""Free dryer \u2013 In building"", ""Essentials"", ""Shampoo"", ""Hot water"", ""HDTV"", ""Crib - available upon request"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Coffee"", ""Patio or balcony"", ""Paid parking off premises"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dedicated workspace"", ""Smoking allowed"", ""Hair dryer""]",2024-09-26,t,2018-10-28,2024-09-22,Unknown,f,0.99,1.0,38.0,41.0,2.0,1.0,1.0,1.0,1739.0,2.0,730.0,2.0,730.0,8,28,105,206.0,4.93,4.94,4.93,4.79,4.89,5.0,4.9,26.0,24.0,1.0,0.0
4520,31054539,2024-09-26,Habitación en la Hipódromo Condesa,78456925,Joaquin,2016-06-18,within an hour,t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40307,-99.1705,Room in serviced apartment,Hotel room,"[""Extra pillows and blankets"", ""Iron"", ""Backyard"", ""Wifi"", ""Elevator"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Host greets you"", ""Bed linens"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Hangers""]",2024-09-26,t,2018-12-31,2024-09-24,Unknown,f,1.0,1.0,5.0,7.0,2.0,1.0,1.0,1.0,293.0,3.0,1125.0,3.0,1125.0,0,20,263,184.0,4.79,4.91,4.89,4.94,4.88,4.91,4.83,5.0,0.0,3.0,0.0
4612,31307371,2024-09-26,Vallarta,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Long term stays allowed"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Building staff"", ""Dedicated workspace"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Mini fridge""]",2024-09-26,t,2019-04-04,2024-02-04,Unknown,t,1.0,1.0,12.0,13.0,6.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,25,84,356,6.0,4.0,4.0,4.5,4.17,4.17,4.33,4.8,12.0,0.0,0.0,0.0
4614,31307837,2024-09-26,Cancun,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Washer"", ""Luggage dropoff allowed"", ""Wifi"", ""Fire extinguisher"", ""Smoking allowed"", ""Long term stays allowed"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""TV with Netflix"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",2024-09-26,t,2022-02-17,2023-04-03,Unknown,t,1.0,1.0,12.0,13.0,4.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,29,88,360,2.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,12.0,0.0,0.0,0.0
4618,31315704,2024-09-26,Tulum,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Washer"", ""Luggage dropoff allowed"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Self check-in"", ""TV with DVD player"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",2024-09-26,t,2019-11-02,2019-11-02,Unknown,t,1.0,1.0,12.0,13.0,3.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,28,84,331,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.8,12.0,0.0,0.0,0.0
4619,31315705,2024-09-26,CHACAHUA,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Outdoor furniture"", ""Children\u2019s books and toys"", ""Self check-in"", ""Hangers"", ""Hammock"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""BBQ grill"", ""Outdoor dining area"", ""Fast wifi \u2013 52 Mbps"", ""Smoke alarm"", ""Fire extinguisher"", ""Paid washer"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",2024-09-26,t,2019-10-21,2019-11-03,Unknown,t,1.0,1.0,12.0,13.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,0,0,0,2.0,4.0,4.0,5.0,4.0,4.9,4.9,4.5,12.0,0.0,0.0,0.0
4620,31315726,2024-09-26,Holbox,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",2024-09-26,t,2022-04-17,2023-10-15,Unknown,t,1.0,1.0,12.0,13.0,4.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,26,82,354,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,12.0,0.0,0.0,0.0
4621,31315727,2024-09-26,Palenque,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Outdoor dining area"", ""EV charger"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",2024-09-26,t,2019-02-23,2024-08-18,Unknown,t,1.0,1.0,12.0,13.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,18,63,335,23.0,4.7,4.83,4.43,4.96,4.78,4.87,4.57,12.0,0.0,0.0,0.0
4628,31311837,2024-09-26,Acapulco,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Mosquito net"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Paid washer \u2013 In unit"", ""Paid parking lot on premises \u2013 4 spaces"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Board games"", ""32 inch TV with Netflix"", ""Outdoor dining area"", ""Smoke alarm"", ""Cleaning products"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Microwave""]",2024-09-26,t,2019-02-03,2023-11-07,Unknown,t,1.0,1.0,12.0,13.0,5.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,29,76,323,9.0,4.33,4.44,4.44,4.22,4.33,4.33,4.44,12.0,0.0,0.0,0.0
4629,31312409,2024-09-26,Hab. TAJIN,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Washer"", ""Luggage dropoff allowed"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Long term stays allowed"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Building staff"", ""HDTV with Netflix"", ""Dedicated workspace"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Mini fridge""]",2024-09-26,t,2019-01-10,2024-02-04,Unknown,t,1.0,1.0,12.0,13.0,6.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,26,81,353,7.0,4.0,4.0,4.57,4.43,4.29,4.29,4.29,12.0,0.0,0.0,0.0
4630,31312417,2024-09-26,Cozumel,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Washer"", ""Wifi"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Hot water"", ""TV with Netflix"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Building staff""]",2024-09-26,t,2019-06-16,2023-03-04,Unknown,t,1.0,1.0,12.0,13.0,4.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,29,87,359,7.0,4.57,4.71,4.43,5.0,5.0,4.86,4.71,12.0,0.0,0.0,0.0
4631,31314962,2024-09-26,Los Cabos,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45702,-99.17842,Room in hotel,Hotel room,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Self check-in"", ""Essentials"", ""Smoking allowed"", ""Dedicated workspace"", ""TV with Netflix"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",2024-09-26,t,2019-11-18,2023-06-25,Unknown,t,1.0,1.0,12.0,13.0,3.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,23,82,350,5.0,4.2,4.0,4.2,4.2,4.2,4.9,4.2,12.0,0.0,0.0,0.0
4632,31315138,2024-09-26,CUETZALAN,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Mosquito net"", ""Self check-in"", ""Portable fans"", ""Hangers"", ""Mini fridge"", ""Paid parking lot on premises \u2013 4 spaces"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""32 inch TV with Netflix"", ""Smoke alarm"", ""Neutro body soap"", ""Fire extinguisher"", ""Clothing storage: dresser"", ""Paid washer"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",2024-09-26,t,2021-11-07,2022-03-21,Unknown,t,1.0,1.0,12.0,13.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,0,0,0,3.0,4.8,4.8,4.8,4.9,4.9,4.9,4.8,12.0,0.0,0.0,0.0
4633,31315549,2024-09-26,Uxmal,234325486,Rch,2019-01-04,within an hour,t,t,Mexico City,Miguel Hidalgo,19.45618,-99.17889,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Smoke alarm"", ""Fire extinguisher"", ""Paid washer"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",2024-09-26,t,2021-10-31,2022-06-04,Unknown,t,1.0,1.0,12.0,13.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,30.0,1.0,30.0,29,86,358,10.0,4.5,4.6,4.7,4.4,4.6,4.4,4.3,12.0,0.0,0.0,0.0
4706,31468145,2024-09-25,HABITACION IXTAPA,231841797,Victor Miguel,2018-12-21,within an hour,f,t,Mexico City,Miguel Hidalgo,19.42512,-99.22236,Room in bed and breakfast,Hotel room,"[""Free parking on premises"", ""TV"", ""Wifi"", ""Backyard"", ""Fire extinguisher"", ""First aid kit"", ""Self check-in"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm"", ""Building staff""]",2024-09-25,t,2020-02-25,2024-04-18,Unknown,f,1.0,0.93,4.0,4.0,1.0,1.0,1.0,1.0,600.0,1.0,360.0,1.0,360.0,30,90,365,43.0,4.56,4.65,4.51,4.79,4.53,5.0,4.65,4.0,0.0,3.0,0.0
4839,32105928,2024-09-26,Loft in Coyoacán very close to Frida Kahlo Museum,69008113,Cristián,2016-04-26,within an hour,t,t,"Mexico City, Ciudad de México, Mexico",Coyoacán,19.34856,-99.16461,Room in boutique hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Host greets you"", ""Window AC unit"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Free parking on premises"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-26,t,2019-03-12,2024-06-27,Unknown,t,1.0,1.0,9.0,9.0,4.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,1.0,365.0,7,36,288,30.0,5.0,5.0,5.0,5.0,5.0,4.97,5.0,9.0,0.0,7.0,0.0
4869,32527606,2024-09-26,Apartment in Reforma w/pool and hotel services,485786839,Charlic,2022-10-31,within an hour,t,t,"Juárez, Ciudad de México, Mexico",Cuauhtémoc,19.42429,-99.17142,Room in serviced apartment,Hotel room,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Portable fans"", ""Hangers"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dryer"", ""TV"", ""Babysitter recommendations"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Paid parking off premises"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Fire extinguisher"", ""Gym"", ""Microwave"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,2020-06-30,2023-08-27,Unknown,f,1.0,0.97,8.0,11.0,2.0,1.0,0.0,1.0,1994.0,1.0,1125.0,1.0,1125.0,28,79,354,4.0,4.75,4.75,5.0,5.0,5.0,5.0,4.5,8.0,5.0,0.0,0.0
4968,32343685,2024-09-25,MUMEDI Design Hotel - Design Suite 1,25246983,Diana,2014-12-27,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.43333,-99.13457,Room in boutique hotel,Hotel room,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Private backyard \u2013 Fully fenced"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2020-09-07,2023-10-08,Unknown,t,1.0,1.0,7.0,7.0,2.0,1.0,1.0,1.0,5843.0,1.0,370.0,1.0,370.0,19,30,30,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,0.0,0.0
5099,33246931,2024-09-26,APTO. 2 RECS. CERCA DE EJERCITO NACIONAL POLANCO,67744437,Maria Adela,2016-04-18,Unknown,t,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,19.43606,-99.19521,Room in serviced apartment,Hotel room,"[""Iron"", ""Wifi"", ""Window AC unit"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Pets allowed"", ""Building staff"", ""Ceiling fan"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Toaster"", ""Essentials"", ""Hot water"", ""Crib - available upon request"", ""Clothing storage: closet"", ""Paid street parking off premises"", ""TV"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Kitchen"", ""Central heating"", ""Smoke alarm"", ""Stove"", ""Safe"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Microwave""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,1.0,9.0,10.0,4.0,1.0,2.0,2.0,1511.648404142887,3.0,1125.0,3.0,1125.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,9.0,8.0,0.0,0.0
5154,33366224,2024-09-26,Brand new and modern loft with great location!,239812412,Tere Erandine,2019-01-29,within a few hours,f,t,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.37099,-99.18776,Room in serviced apartment,Hotel room,"[""Luggage dropoff allowed"", ""TV"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Hangers""]",2024-09-26,t,2019-07-21,2023-10-30,Unknown,t,1.0,1.0,5.0,6.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,600.0,1.0,600.0,0,0,268,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0
5155,33366824,2024-09-25,Brand new and modern loft with great location!,239812412,Tere Erandine,2019-01-29,within a few hours,f,t,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.37123,-99.18814,Room in serviced apartment,Hotel room,"[""Iron"", ""Wifi"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Kitchen"", ""Paid parking off premises"", ""Stove"", ""Extra pillows and blankets"", ""Microwave"", ""Cooking basics"", ""Hair dryer""]",2024-09-25,t,2019-07-30,2023-12-03,Unknown,t,1.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,890.0,2.0,700.0,2.0,700.0,29,89,364,8.0,5.0,4.88,5.0,5.0,4.75,4.88,5.0,5.0,1.0,0.0,0.0
5156,33367267,2024-09-26,Brand new and modern loft with great location!,239812412,Tere Erandine,2019-01-29,within a few hours,f,t,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.37109,-99.18977,Room in serviced apartment,Hotel room,"[""Luggage dropoff allowed"", ""TV"", ""Wifi"", ""Patio or balcony"", ""Host greets you"", ""Kitchen"", ""Long term stays allowed"", ""Refrigerator"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Hangers""]",2024-09-26,t,2019-10-06,2022-05-15,Unknown,f,1.0,1.0,5.0,6.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,600.0,1.0,600.0,0,45,320,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0
5231,33644111,2024-09-26,Roma Spot: Chill place at hip neighborhood,252901192,Roma Spot,2019-04-02,within an hour,t,t,Mexico City,Cuauhtémoc,19.41425,-99.16339,Room in boutique hotel,Hotel room,"[""Washer"", ""Wifi"", ""Private patio or balcony"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Dryer"", ""TV"", ""Kitchen"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Lockbox"", ""Microwave""]",2024-09-26,t,No reviews,No reviews,Unknown,f,1.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,7729.0,10.0,29.0,10.0,1125.0,21,62,337,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,6.0,1.0,4.0,0.0
5273,33720782,2024-09-25,Habitación de lujo en casa de los 40´s,46981156,Jimena,2015-10-19,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,19.41337,-99.18208,Room in bed and breakfast,Hotel room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Coffee maker"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2019-06-23,2024-09-16,Unknown,t,1.0,0.93,8.0,10.0,2.0,1.0,1.0,1.0,1050.0,2.0,1125.0,2.0,1125.0,29,89,364,19.0,4.79,4.63,4.74,4.79,4.74,4.53,4.68,7.0,0.0,6.0,0.0
5338,34305556,2024-09-26,Habitación estándar-para parejas  Portal San Ángel,110805631,Adrián,2017-01-10,within a few hours,f,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,19.36082,-99.18874,Room in boutique hotel,Hotel room,"[""Iron"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Cooking basics"", ""Lockbox"", ""Hair dryer""]",2024-09-26,t,2024-04-26,2024-04-26,Unknown,f,1.0,0.89,14.0,15.0,2.0,1.0,1.0,2.0,1511.648404142887,1.0,1125.0,1.0,1125.0,0,54,329,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14.0,1.0,10.0,0.0
5365,34393821,2024-09-26,Hermosa habitación al sur de la ciudad de México,158491530,Ana Patricia,2017-11-12,Unknown,f,f,"Mexico City, Ciudad de México, Mexico",Coyoacán,19.35653,-99.13197,Room in casa particular,Hotel room,"[""Hair dryer"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Hangers""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,1.0,1.0,1.0,1.0,2.0,1511.648404142887,2.0,2.0,2.0,2.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,0.0
5367,34411295,2024-09-26,HOTEL CASA EMILIA.   Room No. 1 (Great location),179833599,Jorge,2018-03-21,within an hour,f,t,Mexico City,Cuauhtémoc,19.43024,-99.17025,Room in bed and breakfast,Hotel room,"[""Iron"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Oven"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Hangers"", ""Stove""]",2024-09-26,t,2019-06-01,2020-03-08,Unknown,t,1.0,1.0,9.0,9.0,2.0,1.0,1.5,1.0,3995.0,1.0,1125.0,1.0,30.0,5,24,274,40.0,4.9,4.93,5.0,4.93,4.95,5.0,4.88,8.0,0.0,2.0,0.0
